"a";"b";"c";"d";"e";"f";"g";"h";"i";"j"
0,4833333333;0,4744444444;0,4635555556;0,4866666667;0,4644444444;0,4733333333;0,4744444444;0,4588888889;0,4477777778;0,4377777778
0,4744444444;0,4635555556;0,4866666667;0,4644444444;0,4733333333;0,4744444444;0,4588888889;0,4477777778;0,4377777778;0,4422777778
0,4635555556;0,4866666667;0,4644444444;0,4733333333;0,4744444444;0,4588888889;0,4477777778;0,4377777778;0,4422777778;0,4411111111
0,4866666667;0,4644444444;0,4733333333;0,4744444444;0,4588888889;0,4477777778;0,4377777778;0,4422777778;0,4411111111;0,44
0,4644444444;0,4733333333;0,4744444444;0,4588888889;0,4477777778;0,4377777778;0,4422777778;0,4411111111;0,44;0,4222222222
0,4733333333;0,4744444444;0,4588888889;0,4477777778;0,4377777778;0,4422777778;0,4411111111;0,44;0,4222222222;0,42
0,4744444444;0,4588888889;0,4477777778;0,4377777778;0,4422777778;0,4411111111;0,44;0,4222222222;0,42;0,4022222222
0,4588888889;0,4477777778;0,4377777778;0,4422777778;0,4411111111;0,44;0,4222222222;0,42;0,4022222222;0,4161111111
0,4477777778;0,4377777778;0,4422777778;0,4411111111;0,44;0,4222222222;0,42;0,4022222222;0,4161111111;0,4266666667
0,4377777778;0,4422777778;0,4411111111;0,44;0,4222222222;0,42;0,4022222222;0,4161111111;0,4266666667;0,4277777778
0,4422777778;0,4411111111;0,44;0,4222222222;0,42;0,4022222222;0,4161111111;0,4266666667;0,4277777778;0,4317777778
0,4411111111;0,44;0,4222222222;0,42;0,4022222222;0,4161111111;0,4266666667;0,4277777778;0,4317777778;0,4444444444
0,44;0,4222222222;0,42;0,4022222222;0,4161111111;0,4266666667;0,4277777778;0,4317777778;0,4444444444;0,4466666667
0,4222222222;0,42;0,4022222222;0,4161111111;0,4266666667;0,4277777778;0,4317777778;0,4444444444;0,4466666667;0,4688888889
0,42;0,4022222222;0,4161111111;0,4266666667;0,4277777778;0,4317777778;0,4444444444;0,4466666667;0,4688888889;0,4722222222
0,4022222222;0,4161111111;0,4266666667;0,4277777778;0,4317777778;0,4444444444;0,4466666667;0,4688888889;0,4722222222;0,4677777778
0,4161111111;0,4266666667;0,4277777778;0,4317777778;0,4444444444;0,4466666667;0,4688888889;0,4722222222;0,4677777778;0,4488888889
0,4266666667;0,4277777778;0,4317777778;0,4444444444;0,4466666667;0,4688888889;0,4722222222;0,4677777778;0,4488888889;0,4466666667
0,4277777778;0,4317777778;0,4444444444;0,4466666667;0,4688888889;0,4722222222;0,4677777778;0,4488888889;0,4466666667;0,4133333333
0,4317777778;0,4444444444;0,4466666667;0,4688888889;0,4722222222;0,4677777778;0,4488888889;0,4466666667;0,4133333333;0,4155555556
0,4444444444;0,4466666667;0,4688888889;0,4722222222;0,4677777778;0,4488888889;0,4466666667;0,4133333333;0,4155555556;0,4255555556
0,4466666667;0,4688888889;0,4722222222;0,4677777778;0,4488888889;0,4466666667;0,4133333333;0,4155555556;0,4255555556;0,4222222222
0,4688888889;0,4722222222;0,4677777778;0,4488888889;0,4466666667;0,4133333333;0,4155555556;0,4255555556;0,4222222222;0,4155555556
0,4722222222;0,4677777778;0,4488888889;0,4466666667;0,4133333333;0,4155555556;0,4255555556;0,4222222222;0,4155555556;0,4400111111
0,4677777778;0,4488888889;0,4466666667;0,4133333333;0,4155555556;0,4255555556;0,4222222222;0,4155555556;0,4400111111;0,4677777778
0,4488888889;0,4466666667;0,4133333333;0,4155555556;0,4255555556;0,4222222222;0,4155555556;0,4400111111;0,4677777778;0,47
0,4466666667;0,4133333333;0,4155555556;0,4255555556;0,4222222222;0,4155555556;0,4400111111;0,4677777778;0,47;0,4813777778
0,4133333333;0,4155555556;0,4255555556;0,4222222222;0,4155555556;0,4400111111;0,4677777778;0,47;0,4813777778;0,4888888889
0,4155555556;0,4255555556;0,4222222222;0,4155555556;0,4400111111;0,4677777778;0,47;0,4813777778;0,4888888889;0,4822222222
0,4255555556;0,4222222222;0,4155555556;0,4400111111;0,4677777778;0,47;0,4813777778;0,4888888889;0,4822222222;0,4733333333
0,4222222222;0,4155555556;0,4400111111;0,4677777778;0,47;0,4813777778;0,4888888889;0,4822222222;0,4733333333;0,4644444444
0,4155555556;0,4400111111;0,4677777778;0,47;0,4813777778;0,4888888889;0,4822222222;0,4733333333;0,4644444444;0,4577777778
0,4400111111;0,4677777778;0,47;0,4813777778;0,4888888889;0,4822222222;0,4733333333;0,4644444444;0,4577777778;0,4544444444
0,4677777778;0,47;0,4813777778;0,4888888889;0,4822222222;0,4733333333;0,4644444444;0,4577777778;0,4544444444;0,4577777778
0,47;0,4813777778;0,4888888889;0,4822222222;0,4733333333;0,4644444444;0,4577777778;0,4544444444;0,4577777778;0,4618777778
0,4813777778;0,4888888889;0,4822222222;0,4733333333;0,4644444444;0,4577777778;0,4544444444;0,4577777778;0,4618777778;0,45
0,4888888889;0,4822222222;0,4733333333;0,4644444444;0,4577777778;0,4544444444;0,4577777778;0,4618777778;0,45;0,4488888889
0,4822222222;0,4733333333;0,4644444444;0,4577777778;0,4544444444;0,4577777778;0,4618777778;0,45;0,4488888889;0,45
0,4733333333;0,4644444444;0,4577777778;0,4544444444;0,4577777778;0,4618777778;0,45;0,4488888889;0,45;0,4511111111
0,4644444444;0,4577777778;0,4544444444;0,4577777778;0,4618777778;0,45;0,4488888889;0,45;0,4511111111;0,4527777778
0,4577777778;0,4544444444;0,4577777778;0,4618777778;0,45;0,4488888889;0,45;0,4511111111;0,4527777778;0,4577777778
0,4544444444;0,4577777778;0,4618777778;0,45;0,4488888889;0,45;0,4511111111;0,4527777778;0,4577777778;0,455
0,4577777778;0,4618777778;0,45;0,4488888889;0,45;0,4511111111;0,4527777778;0,4577777778;0,455;0,4633333333
0,4618777778;0,45;0,4488888889;0,45;0,4511111111;0,4527777778;0,4577777778;0,455;0,4633333333;0,4544444444
0,45;0,4488888889;0,45;0,4511111111;0,4527777778;0,4577777778;0,455;0,4633333333;0,4544444444;0,4422222222
0,4488888889;0,45;0,4511111111;0,4527777778;0,4577777778;0,455;0,4633333333;0,4544444444;0,4422222222;0,4477777778
0,45;0,4511111111;0,4527777778;0,4577777778;0,455;0,4633333333;0,4544444444;0,4422222222;0,4477777778;0,4544444444
0,4511111111;0,4527777778;0,4577777778;0,455;0,4633333333;0,4544444444;0,4422222222;0,4477777778;0,4544444444;0,4622222222
0,4527777778;0,4577777778;0,455;0,4633333333;0,4544444444;0,4422222222;0,4477777778;0,4544444444;0,4622222222;0,4777777778
0,4577777778;0,455;0,4633333333;0,4544444444;0,4422222222;0,4477777778;0,4544444444;0,4622222222;0,4777777778;0,4788888889
0,455;0,4633333333;0,4544444444;0,4422222222;0,4477777778;0,4544444444;0,4622222222;0,4777777778;0,4788888889;0,4676888889
0,4633333333;0,4544444444;0,4422222222;0,4477777778;0,4544444444;0,4622222222;0,4777777778;0,4788888889;0,4676888889;0,4877777778
0,4544444444;0,4422222222;0,4477777778;0,4544444444;0,4622222222;0,4777777778;0,4788888889;0,4676888889;0,4877777778;0,4844444444
0,4422222222;0,4477777778;0,4544444444;0,4622222222;0,4777777778;0,4788888889;0,4676888889;0,4877777778;0,4844444444;0,4722222222
0,4477777778;0,4544444444;0,4622222222;0,4777777778;0,4788888889;0,4676888889;0,4877777778;0,4844444444;0,4722222222;0,4666666667
0,4544444444;0,4622222222;0,4777777778;0,4788888889;0,4676888889;0,4877777778;0,4844444444;0,4722222222;0,4666666667;0,45
0,4622222222;0,4777777778;0,4788888889;0,4676888889;0,4877777778;0,4844444444;0,4722222222;0,4666666667;0,45;0,4288888889
0,4777777778;0,4788888889;0,4676888889;0,4877777778;0,4844444444;0,4722222222;0,4666666667;0,45;0,4288888889;0,4344444444
0,4788888889;0,4676888889;0,4877777778;0,4844444444;0,4722222222;0,4666666667;0,45;0,4288888889;0,4344444444;0,4277888889
0,4676888889;0,4877777778;0,4844444444;0,4722222222;0,4666666667;0,45;0,4288888889;0,4344444444;0,4277888889;0,4244444444
0,4877777778;0,4844444444;0,4722222222;0,4666666667;0,45;0,4288888889;0,4344444444;0,4277888889;0,4244444444;0,4311666667
0,4844444444;0,4722222222;0,4666666667;0,45;0,4288888889;0,4344444444;0,4277888889;0,4244444444;0,4311666667;0,4258666667
0,4722222222;0,4666666667;0,45;0,4288888889;0,4344444444;0,4277888889;0,4244444444;0,4311666667;0,4258666667;0,422
0,4666666667;0,45;0,4288888889;0,4344444444;0,4277888889;0,4244444444;0,4311666667;0,4258666667;0,422;0,4222222222
0,45;0,4288888889;0,4344444444;0,4277888889;0,4244444444;0,4311666667;0,4258666667;0,422;0,4222222222;0,4138888889
0,4288888889;0,4344444444;0,4277888889;0,4244444444;0,4311666667;0,4258666667;0,422;0,4222222222;0,4138888889;0,4333333333
0,4344444444;0,4277888889;0,4244444444;0,4311666667;0,4258666667;0,422;0,4222222222;0,4138888889;0,4333333333;0,4255555556
0,4277888889;0,4244444444;0,4311666667;0,4258666667;0,422;0,4222222222;0,4138888889;0,4333333333;0,4255555556;0,44
0,4244444444;0,4311666667;0,4258666667;0,422;0,4222222222;0,4138888889;0,4333333333;0,4255555556;0,44;0,4344444444
0,4311666667;0,4258666667;0,422;0,4222222222;0,4138888889;0,4333333333;0,4255555556;0,44;0,4344444444;0,4233333333
0,4258666667;0,422;0,4222222222;0,4138888889;0,4333333333;0,4255555556;0,44;0,4344444444;0,4233333333;0,42
0,422;0,4222222222;0,4138888889;0,4333333333;0,4255555556;0,44;0,4344444444;0,4233333333;0,42;0,4122222222
0,4222222222;0,4138888889;0,4333333333;0,4255555556;0,44;0,4344444444;0,4233333333;0,42;0,4122222222;0,4211111111
0,4138888889;0,4333333333;0,4255555556;0,44;0,4344444444;0,4233333333;0,42;0,4122222222;0,4211111111;0,4161111111
0,4333333333;0,4255555556;0,44;0,4344444444;0,4233333333;0,42;0,4122222222;0,4211111111;0,4161111111;0,4244444444
0,4255555556;0,44;0,4344444444;0,4233333333;0,42;0,4122222222;0,4211111111;0,4161111111;0,4244444444;0,4079
0,44;0,4344444444;0,4233333333;0,42;0,4122222222;0,4211111111;0,4161111111;0,4244444444;0,4079;0,3883333333
0,4344444444;0,4233333333;0,42;0,4122222222;0,4211111111;0,4161111111;0,4244444444;0,4079;0,3883333333;0,3916666667
0,4233333333;0,42;0,4122222222;0,4211111111;0,4161111111;0,4244444444;0,4079;0,3883333333;0,3916666667;0,3911111111
0,42;0,4122222222;0,4211111111;0,4161111111;0,4244444444;0,4079;0,3883333333;0,3916666667;0,3911111111;0,4033333333
0,4122222222;0,4211111111;0,4161111111;0,4244444444;0,4079;0,3883333333;0,3916666667;0,3911111111;0,4033333333;0,3922222222
0,4211111111;0,4161111111;0,4244444444;0,4079;0,3883333333;0,3916666667;0,3911111111;0,4033333333;0,3922222222;0,3933333333
0,4161111111;0,4244444444;0,4079;0,3883333333;0,3916666667;0,3911111111;0,4033333333;0,3922222222;0,3933333333;0,395
0,4244444444;0,4079;0,3883333333;0,3916666667;0,3911111111;0,4033333333;0,3922222222;0,3933333333;0,395;0,3922222222
0,4079;0,3883333333;0,3916666667;0,3911111111;0,4033333333;0,3922222222;0,3933333333;0,395;0,3922222222;0,3733333333
0,3883333333;0,3916666667;0,3911111111;0,4033333333;0,3922222222;0,3933333333;0,395;0,3922222222;0,3733333333;0,3733333333
0,3916666667;0,3911111111;0,4033333333;0,3922222222;0,3933333333;0,395;0,3922222222;0,3733333333;0,3733333333;0,3633333333
0,3911111111;0,4033333333;0,3922222222;0,3933333333;0,395;0,3922222222;0,3733333333;0,3733333333;0,3633333333;0,37
0,4033333333;0,3922222222;0,3933333333;0,395;0,3922222222;0,3733333333;0,3733333333;0,3633333333;0,37;0,3688888889
0,3922222222;0,3933333333;0,395;0,3922222222;0,3733333333;0,3733333333;0,3633333333;0,37;0,3688888889;0,3744444444
0,3933333333;0,395;0,3922222222;0,3733333333;0,3733333333;0,3633333333;0,37;0,3688888889;0,3744444444;0,3622222222
0,395;0,3922222222;0,3733333333;0,3733333333;0,3633333333;0,37;0,3688888889;0,3744444444;0,3622222222;0,3633333333
0,3922222222;0,3733333333;0,3733333333;0,3633333333;0,37;0,3688888889;0,3744444444;0,3622222222;0,3633333333;0,3788888889
0,3733333333;0,3733333333;0,3633333333;0,37;0,3688888889;0,3744444444;0,3622222222;0,3633333333;0,3788888889;0,3911111111
0,3733333333;0,3633333333;0,37;0,3688888889;0,3744444444;0,3622222222;0,3633333333;0,3788888889;0,3911111111;0,3977777778
0,3633333333;0,37;0,3688888889;0,3744444444;0,3622222222;0,3633333333;0,3788888889;0,3911111111;0,3977777778;0,4055555556
0,37;0,3688888889;0,3744444444;0,3622222222;0,3633333333;0,3788888889;0,3911111111;0,3977777778;0,4055555556;0,3941333333
0,3688888889;0,3744444444;0,3622222222;0,3633333333;0,3788888889;0,3911111111;0,3977777778;0,4055555556;0,3941333333;0,3977777778
0,3744444444;0,3622222222;0,3633333333;0,3788888889;0,3911111111;0,3977777778;0,4055555556;0,3941333333;0,3977777778;0,39
0,3622222222;0,3633333333;0,3788888889;0,3911111111;0,3977777778;0,4055555556;0,3941333333;0,3977777778;0,39;0,3888888889
0,3633333333;0,3788888889;0,3911111111;0,3977777778;0,4055555556;0,3941333333;0,3977777778;0,39;0,3888888889;0,3822222222
0,3788888889;0,3911111111;0,3977777778;0,4055555556;0,3941333333;0,3977777778;0,39;0,3888888889;0,3822222222;0,41
0,3911111111;0,3977777778;0,4055555556;0,3941333333;0,3977777778;0,39;0,3888888889;0,3822222222;0,41;0,4155555556
0,3977777778;0,4055555556;0,3941333333;0,3977777778;0,39;0,3888888889;0,3822222222;0,41;0,4155555556;0,4233333333
0,4055555556;0,3941333333;0,3977777778;0,39;0,3888888889;0,3822222222;0,41;0,4155555556;0,4233333333;0,4188888889
0,3941333333;0,3977777778;0,39;0,3888888889;0,3822222222;0,41;0,4155555556;0,4233333333;0,4188888889;0,4355555556
0,3977777778;0,39;0,3888888889;0,3822222222;0,41;0,4155555556;0,4233333333;0,4188888889;0,4355555556;0,4366666667
0,39;0,3888888889;0,3822222222;0,41;0,4155555556;0,4233333333;0,4188888889;0,4355555556;0,4366666667;0,4244444444
0,3888888889;0,3822222222;0,41;0,4155555556;0,4233333333;0,4188888889;0,4355555556;0,4366666667;0,4244444444;0,4182222222
0,3822222222;0,41;0,4155555556;0,4233333333;0,4188888889;0,4355555556;0,4366666667;0,4244444444;0,4182222222;0,42
0,41;0,4155555556;0,4233333333;0,4188888889;0,4355555556;0,4366666667;0,4244444444;0,4182222222;0,42;0,4235555556
0,4155555556;0,4233333333;0,4188888889;0,4355555556;0,4366666667;0,4244444444;0,4182222222;0,42;0,4235555556;0,4177777778
0,4233333333;0,4188888889;0,4355555556;0,4366666667;0,4244444444;0,4182222222;0,42;0,4235555556;0,4177777778;0,4233333333
0,4188888889;0,4355555556;0,4366666667;0,4244444444;0,4182222222;0,42;0,4235555556;0,4177777778;0,4233333333;0,4455555556
0,4355555556;0,4366666667;0,4244444444;0,4182222222;0,42;0,4235555556;0,4177777778;0,4233333333;0,4455555556;0,44
0,4366666667;0,4244444444;0,4182222222;0,42;0,4235555556;0,4177777778;0,4233333333;0,4455555556;0,44;0,4511111111
0,4244444444;0,4182222222;0,42;0,4235555556;0,4177777778;0,4233333333;0,4455555556;0,44;0,4511111111;0,4422222222
0,4182222222;0,42;0,4235555556;0,4177777778;0,4233333333;0,4455555556;0,44;0,4511111111;0,4422222222;0,4511111111
0,42;0,4235555556;0,4177777778;0,4233333333;0,4455555556;0,44;0,4511111111;0,4422222222;0,4511111111;0,4384
0,4235555556;0,4177777778;0,4233333333;0,4455555556;0,44;0,4511111111;0,4422222222;0,4511111111;0,4384;0,4377777778
0,4177777778;0,4233333333;0,4455555556;0,44;0,4511111111;0,4422222222;0,4511111111;0,4384;0,4377777778;0,4322222222
0,4233333333;0,4455555556;0,44;0,4511111111;0,4422222222;0,4511111111;0,4384;0,4377777778;0,4322222222;0,4277777778
0,4455555556;0,44;0,4511111111;0,4422222222;0,4511111111;0,4384;0,4377777778;0,4322222222;0,4277777778;0,4155666667
0,44;0,4511111111;0,4422222222;0,4511111111;0,4384;0,4377777778;0,4322222222;0,4277777778;0,4155666667;0,4188888889
0,4511111111;0,4422222222;0,4511111111;0,4384;0,4377777778;0,4322222222;0,4277777778;0,4155666667;0,4188888889;0,4022222222
0,4422222222;0,4511111111;0,4384;0,4377777778;0,4322222222;0,4277777778;0,4155666667;0,4188888889;0,4022222222;0,3988888889
0,4511111111;0,4384;0,4377777778;0,4322222222;0,4277777778;0,4155666667;0,4188888889;0,4022222222;0,3988888889;0,4077777778
0,4384;0,4377777778;0,4322222222;0,4277777778;0,4155666667;0,4188888889;0,4022222222;0,3988888889;0,4077777778;0,4011111111
0,4377777778;0,4322222222;0,4277777778;0,4155666667;0,4188888889;0,4022222222;0,3988888889;0,4077777778;0,4011111111;0,3911111111
0,4322222222;0,4277777778;0,4155666667;0,4188888889;0,4022222222;0,3988888889;0,4077777778;0,4011111111;0,3911111111;0,3733333333
0,4277777778;0,4155666667;0,4188888889;0,4022222222;0,3988888889;0,4077777778;0,4011111111;0,3911111111;0,3733333333;0,3633333333
0,4155666667;0,4188888889;0,4022222222;0,3988888889;0,4077777778;0,4011111111;0,3911111111;0,3733333333;0,3633333333;0,3802222222
0,4188888889;0,4022222222;0,3988888889;0,4077777778;0,4011111111;0,3911111111;0,3733333333;0,3633333333;0,3802222222;0,3688888889
0,4022222222;0,3988888889;0,4077777778;0,4011111111;0,3911111111;0,3733333333;0,3633333333;0,3802222222;0,3688888889;0,3702777778
0,3988888889;0,4077777778;0,4011111111;0,3911111111;0,3733333333;0,3633333333;0,3802222222;0,3688888889;0,3702777778;0,3744444444
0,4077777778;0,4011111111;0,3911111111;0,3733333333;0,3633333333;0,3802222222;0,3688888889;0,3702777778;0,3744444444;0,3761111111
0,4011111111;0,3911111111;0,3733333333;0,3633333333;0,3802222222;0,3688888889;0,3702777778;0,3744444444;0,3761111111;0,39
0,3911111111;0,3733333333;0,3633333333;0,3802222222;0,3688888889;0,3702777778;0,3744444444;0,3761111111;0,39;0,3844444444
0,3733333333;0,3633333333;0,3802222222;0,3688888889;0,3702777778;0,3744444444;0,3761111111;0,39;0,3844444444;0,3711111111
0,3633333333;0,3802222222;0,3688888889;0,3702777778;0,3744444444;0,3761111111;0,39;0,3844444444;0,3711111111;0,3644444444
0,3802222222;0,3688888889;0,3702777778;0,3744444444;0,3761111111;0,39;0,3844444444;0,3711111111;0,3644444444;0,3716666667
0,3688888889;0,3702777778;0,3744444444;0,3761111111;0,39;0,3844444444;0,3711111111;0,3644444444;0,3716666667;0,3666666667
0,3702777778;0,3744444444;0,3761111111;0,39;0,3844444444;0,3711111111;0,3644444444;0,3716666667;0,3666666667;0,3677777778
0,3744444444;0,3761111111;0,39;0,3844444444;0,3711111111;0,3644444444;0,3716666667;0,3666666667;0,3677777778;0,3555555556
0,3761111111;0,39;0,3844444444;0,3711111111;0,3644444444;0,3716666667;0,3666666667;0,3677777778;0,3555555556;0,3583444444
0,39;0,3844444444;0,3711111111;0,3644444444;0,3716666667;0,3666666667;0,3677777778;0,3555555556;0,3583444444;0,3577777778
0,3844444444;0,3711111111;0,3644444444;0,3716666667;0,3666666667;0,3677777778;0,3555555556;0,3583444444;0,3577777778;0,37
0,3711111111;0,3644444444;0,3716666667;0,3666666667;0,3677777778;0,3555555556;0,3583444444;0,3577777778;0,37;0,3783333333
0,3644444444;0,3716666667;0,3666666667;0,3677777778;0,3555555556;0,3583444444;0,3577777778;0,37;0,3783333333;0,3933333333
0,3716666667;0,3666666667;0,3677777778;0,3555555556;0,3583444444;0,3577777778;0,37;0,3783333333;0,3933333333;0,4011111111
0,3666666667;0,3677777778;0,3555555556;0,3583444444;0,3577777778;0,37;0,3783333333;0,3933333333;0,4011111111;0,4294444444
0,3677777778;0,3555555556;0,3583444444;0,3577777778;0,37;0,3783333333;0,3933333333;0,4011111111;0,4294444444;0,4277777778
0,3555555556;0,3583444444;0,3577777778;0,37;0,3783333333;0,3933333333;0,4011111111;0,4294444444;0,4277777778;0,44
0,3583444444;0,3577777778;0,37;0,3783333333;0,3933333333;0,4011111111;0,4294444444;0,4277777778;0,44;0,4533333333
0,3577777778;0,37;0,3783333333;0,3933333333;0,4011111111;0,4294444444;0,4277777778;0,44;0,4533333333;0,45
0,37;0,3783333333;0,3933333333;0,4011111111;0,4294444444;0,4277777778;0,44;0,4533333333;0,45;0,4422222222
0,3783333333;0,3933333333;0,4011111111;0,4294444444;0,4277777778;0,44;0,4533333333;0,45;0,4422222222;0,4433333333
0,3933333333;0,4011111111;0,4294444444;0,4277777778;0,44;0,4533333333;0,45;0,4422222222;0,4433333333;0,4544444444
0,4011111111;0,4294444444;0,4277777778;0,44;0,4533333333;0,45;0,4422222222;0,4433333333;0,4544444444;0,45
0,4294444444;0,4277777778;0,44;0,4533333333;0,45;0,4422222222;0,4433333333;0,4544444444;0,45;0,4366666667
0,4277777778;0,44;0,4533333333;0,45;0,4422222222;0,4433333333;0,4544444444;0,45;0,4366666667;0,4266666667
0,44;0,4533333333;0,45;0,4422222222;0,4433333333;0,4544444444;0,45;0,4366666667;0,4266666667;0,4222222222
0,4533333333;0,45;0,4422222222;0,4433333333;0,4544444444;0,45;0,4366666667;0,4266666667;0,4222222222;0,4188888889
0,45;0,4422222222;0,4433333333;0,4544444444;0,45;0,4366666667;0,4266666667;0,4222222222;0,4188888889;0,4322222222
0,4422222222;0,4433333333;0,4544444444;0,45;0,4366666667;0,4266666667;0,4222222222;0,4188888889;0,4322222222;0,4311111111
0,4433333333;0,4544444444;0,45;0,4366666667;0,4266666667;0,4222222222;0,4188888889;0,4322222222;0,4311111111;0,4122222222
0,4544444444;0,45;0,4366666667;0,4266666667;0,4222222222;0,4188888889;0,4322222222;0,4311111111;0,4122222222;0,4344444444
0,45;0,4366666667;0,4266666667;0,4222222222;0,4188888889;0,4322222222;0,4311111111;0,4122222222;0,4344444444;0,44
0,4366666667;0,4266666667;0,4222222222;0,4188888889;0,4322222222;0,4311111111;0,4122222222;0,4344444444;0,44;0,4466666667
0,4266666667;0,4222222222;0,4188888889;0,4322222222;0,4311111111;0,4122222222;0,4344444444;0,44;0,4466666667;0,4344444444
0,4222222222;0,4188888889;0,4322222222;0,4311111111;0,4122222222;0,4344444444;0,44;0,4466666667;0,4344444444;0,4333333333
0,4188888889;0,4322222222;0,4311111111;0,4122222222;0,4344444444;0,44;0,4466666667;0,4344444444;0,4333333333;0,4166666667
0,4322222222;0,4311111111;0,4122222222;0,4344444444;0,44;0,4466666667;0,4344444444;0,4333333333;0,4166666667;0,4288888889
0,4311111111;0,4122222222;0,4344444444;0,44;0,4466666667;0,4344444444;0,4333333333;0,4166666667;0,4288888889;0,4311111111
0,4122222222;0,4344444444;0,44;0,4466666667;0,4344444444;0,4333333333;0,4166666667;0,4288888889;0,4311111111;0,4344444444
0,4344444444;0,44;0,4466666667;0,4344444444;0,4333333333;0,4166666667;0,4288888889;0,4311111111;0,4344444444;0,4466666667
0,44;0,4466666667;0,4344444444;0,4333333333;0,4166666667;0,4288888889;0,4311111111;0,4344444444;0,4466666667;0,4544444444
0,4466666667;0,4344444444;0,4333333333;0,4166666667;0,4288888889;0,4311111111;0,4344444444;0,4466666667;0,4544444444;0,4488888889
0,4344444444;0,4333333333;0,4166666667;0,4288888889;0,4311111111;0,4344444444;0,4466666667;0,4544444444;0,4488888889;0,4322222222
0,4333333333;0,4166666667;0,4288888889;0,4311111111;0,4344444444;0,4466666667;0,4544444444;0,4488888889;0,4322222222;0,4333333333
0,4166666667;0,4288888889;0,4311111111;0,4344444444;0,4466666667;0,4544444444;0,4488888889;0,4322222222;0,4333333333;0,4366666667
0,4288888889;0,4311111111;0,4344444444;0,4466666667;0,4544444444;0,4488888889;0,4322222222;0,4333333333;0,4366666667;0,4350333333
0,4311111111;0,4344444444;0,4466666667;0,4544444444;0,4488888889;0,4322222222;0,4333333333;0,4366666667;0,4350333333;0,4441111111
0,4344444444;0,4466666667;0,4544444444;0,4488888889;0,4322222222;0,4333333333;0,4366666667;0,4350333333;0,4441111111;0,4222222222
0,4466666667;0,4544444444;0,4488888889;0,4322222222;0,4333333333;0,4366666667;0,4350333333;0,4441111111;0,4222222222;0,4188888889
0,4544444444;0,4488888889;0,4322222222;0,4333333333;0,4366666667;0,4350333333;0,4441111111;0,4222222222;0,4188888889;0,4244444444
0,4488888889;0,4322222222;0,4333333333;0,4366666667;0,4350333333;0,4441111111;0,4222222222;0,4188888889;0,4244444444;0,4266666667
0,4322222222;0,4333333333;0,4366666667;0,4350333333;0,4441111111;0,4222222222;0,4188888889;0,4244444444;0,4266666667;0,4122222222
0,4333333333;0,4366666667;0,4350333333;0,4441111111;0,4222222222;0,4188888889;0,4244444444;0,4266666667;0,4122222222;0,4077777778
0,4366666667;0,4350333333;0,4441111111;0,4222222222;0,4188888889;0,4244444444;0,4266666667;0,4122222222;0,4077777778;0,4156777778
0,4350333333;0,4441111111;0,4222222222;0,4188888889;0,4244444444;0,4266666667;0,4122222222;0,4077777778;0,4156777778;0,3977777778
0,4441111111;0,4222222222;0,4188888889;0,4244444444;0,4266666667;0,4122222222;0,4077777778;0,4156777778;0,3977777778;0,4233333333
0,4222222222;0,4188888889;0,4244444444;0,4266666667;0,4122222222;0,4077777778;0,4156777778;0,3977777778;0,4233333333;0,4261111111
0,4188888889;0,4244444444;0,4266666667;0,4122222222;0,4077777778;0,4156777778;0,3977777778;0,4233333333;0,4261111111;0,4277777778
0,4244444444;0,4266666667;0,4122222222;0,4077777778;0,4156777778;0,3977777778;0,4233333333;0,4261111111;0,4277777778;0,44
0,4266666667;0,4122222222;0,4077777778;0,4156777778;0,3977777778;0,4233333333;0,4261111111;0,4277777778;0,44;0,4537777778
0,4122222222;0,4077777778;0,4156777778;0,3977777778;0,4233333333;0,4261111111;0,4277777778;0,44;0,4537777778;0,4422222222
0,4077777778;0,4156777778;0,3977777778;0,4233333333;0,4261111111;0,4277777778;0,44;0,4537777778;0,4422222222;0,4444444444
0,4156777778;0,3977777778;0,4233333333;0,4261111111;0,4277777778;0,44;0,4537777778;0,4422222222;0,4444444444;0,4422222222
0,3977777778;0,4233333333;0,4261111111;0,4277777778;0,44;0,4537777778;0,4422222222;0,4444444444;0,4422222222;0,4544444444
0,4233333333;0,4261111111;0,4277777778;0,44;0,4537777778;0,4422222222;0,4444444444;0,4422222222;0,4544444444;0,4522222222
0,4261111111;0,4277777778;0,44;0,4537777778;0,4422222222;0,4444444444;0,4422222222;0,4544444444;0,4522222222;0,45
0,4277777778;0,44;0,4537777778;0,4422222222;0,4444444444;0,4422222222;0,4544444444;0,4522222222;0,45;0,464
0,44;0,4537777778;0,4422222222;0,4444444444;0,4422222222;0,4544444444;0,4522222222;0,45;0,464;0,4777777778
0,4537777778;0,4422222222;0,4444444444;0,4422222222;0,4544444444;0,4522222222;0,45;0,464;0,4777777778;0,4622555556
0,4422222222;0,4444444444;0,4422222222;0,4544444444;0,4522222222;0,45;0,464;0,4777777778;0,4622555556;0,4499111111
0,4444444444;0,4422222222;0,4544444444;0,4522222222;0,45;0,464;0,4777777778;0,4622555556;0,4499111111;0,4566666667
0,4422222222;0,4544444444;0,4522222222;0,45;0,464;0,4777777778;0,4622555556;0,4499111111;0,4566666667;0,4622222222
0,4544444444;0,4522222222;0,45;0,464;0,4777777778;0,4622555556;0,4499111111;0,4566666667;0,4622222222;0,4711111111
0,4522222222;0,45;0,464;0,4777777778;0,4622555556;0,4499111111;0,4566666667;0,4622222222;0,4711111111;0,4511111111
